Temperature(F),Dew Point(F),Humidity(%),Wind Speed(mph),Pressure(in),Value
84.5,77.21,69.83,4.02,29.5,28.4553
84.17083333,77.04,70.92,4.45,29.53,26.3158
83.84166667,76.87,72.01,4.88,29.55,24.9251
83.5125,76.69,73.1,5.31,29.58,23.267
83.18333333,76.52,74.19,5.74,29.6,19.1485
82.85416667,76.35,75.28,6.17,29.63,15.7788
82.525,76.18,76.37,6.6,29.66,13.7997
82.19583333,76.01,77.45,7.03,29.68,12.1951
81.86666667,75.84,78.54,7.46,29.71,11.8207
81.5375,75.67,79.63,7.89,29.73,11.8742
81.20833333,75.49,80.72,8.32,29.76,11.6068
80.87916667,75.32,81.81,8.75,29.78,11.2324
80.55,75.15,82.9,9.18,29.81,11.2324
80.54166667,75.28,83.11,9.151666667,29.79,10.644
80.53333333,75.41,83.32,9.123333333,29.77,10.2161
80.525,75.54,83.53,9.095,29.76,10.5905
80.51666667,75.67,83.74,9.066666667,29.74,11.1789
80.50833333,75.8,83.95,9.038333333,29.72,11.1254
80.5,75.93,84.16,9.01,29.7,10.4835
80.49166667,76.06,84.38,8.981666667,29.68,10.751
80.48333333,76.19,84.59,8.953333333,29.66,9.8417
80.475,76.32,84.8,8.925,29.64,10.644
80.46666667,76.45,85.01,8.896666667,29.63,10.751
80.45833333,76.58,85.22,8.868333333,29.61,10.43
80.45,76.71,85.43,8.84,29.59,9.8952
80.21666667,76.51,85.55,9.005833333,29.58,9.6812
79.98333333,76.32,85.67,9.171666667,29.57,9.9487
79.75,76.12,85.78,9.3375,29.56,9.7882
79.51666667,75.92,85.9,9.503333333,29.56,9.6812
79.28333333,75.73,86.02,9.669166667,29.55,9.5208
79.05,75.53,86.14,9.835,29.54,9.1998
78.81666667,75.33,86.26,10.00083333,29.53,9.2533
78.58333333,75.14,86.38,10.16666667,29.52,9.1463
78.35,74.94,86.5,10.3325,29.52,9.3068
78.11666667,74.74,86.61,10.49833333,29.51,8.8789
77.88333333,74.55,86.73,10.66416667,29.5,8.8789
77.65,74.35,86.85,10.83,29.49,8.7719
77.73666667,74.2,86.69,10.83,29.56,8.9324
77.82333333,74.06,86.53,10.83,29.62,8.8789
77.91,73.91,86.36,10.83,29.69,8.665
77.99666667,73.76,86.2,10.83,29.76,8.6115
78.08333333,73.62,86.04,10.83,29.82,8.6115
78.17,73.47,85.88,10.83,29.89,8.5045
78.25666667,73.32,85.72,10.83,29.96,8.665
78.34333333,73.18,85.56,10.83,30.02,8.665
78.43,73.03,85.4,10.83,30.09,8.3975
78.51666667,72.88,85.23,10.83,30.16,8.1301
78.60333333,72.74,85.07,10.83,30.22,8.3975
78.69,72.59,84.91,10.83,30.29,8.2905
79.015,72.75,84.07,10.6825,30.2,8.0231
79.34,72.91,83.23,10.535,30.1,7.9696
79.665,73.06,82.39,10.3875,30.01,7.5952
79.99,73.22,81.55,10.24,29.92,7.3813
80.315,73.38,80.71,10.0925,29.82,7.3813
80.64,73.54,79.86,9.945,29.73,7.2208
80.965,73.7,79.02,9.7975,29.64,7.1138
81.29,73.86,78.18,9.65,29.54,7.2208
81.615,74.02,77.34,9.5025,29.45,7.2208
81.94,74.17,76.5,9.355,29.36,8.0766
82.265,74.33,75.66,9.2075,29.26,7.1138
82.59,74.49,74.82,9.06,29.17,7.5952
83.2425,74.46,73.2,9.06,29.18,8.6115
83.895,74.44,71.59,9.06,29.18,10.644
84.5475,74.41,69.97,9.06,29.19,12.1416
85.2,74.38,68.36,9.06,29.2,13.4788
85.8525,74.36,66.74,9.06,29.21,15.2974
86.505,74.33,65.13,9.06,29.22,15.6183
87.1575,74.3,63.52,9.06,29.22,17.3299
87.81,74.28,61.9,9.06,29.23,17.9183
88.4625,74.25,60.28,9.06,29.24,19.1485
89.115,74.22,58.67,9.06,29.24,19.8438
89.7675,74.2,57.06,9.06,29.25,19.9508
90.42,74.17,55.44,9.06,29.26,20.4322
90.56666667,74.04,55.25,8.6375,29.31,19.3624
90.71333333,73.92,55.06,8.215,29.36,21.074
90.86,73.79,54.88,7.7925,29.4,23.9089
91.00666667,73.67,54.69,7.37,29.45,23.8019
91.15333333,73.54,54.5,6.9475,29.5,20.8066
91.3,73.41,54.32,6.525,29.54,19.8973
91.44666667,73.29,54.13,6.1025,29.59,19.3089
91.59333333,73.16,53.94,5.68,29.64,18.9345
91.74,73.04,53.75,5.2575,29.69,19.9508
91.88666667,72.91,53.56,4.835,29.74,21.6089
92.03333333,72.79,53.38,4.4125,29.78,21.6624
92.18,72.66,53.19,3.99,29.83,20.4322
92.33083333,72.62,52.96,4.586666667,29.86,22.1973
92.48166667,72.58,52.74,5.183333333,29.9,22.1438
92.6325,72.54,52.51,5.78,29.93,21.6624
92.78333333,72.5,52.29,6.376666667,29.96,21.5554
92.93416667,72.46,52.06,6.973333333,29.99,21.5554
93.085,72.42,51.83,7.57,30.02,21.4484
93.23583333,72.39,51.61,8.166666667,30.06,21.181
93.38666667,72.35,51.38,8.763333333,30.09,21.5554
93.5375,72.31,51.16,9.36,30.12,21.7159
93.68833333,72.27,50.93,9.956666667,30.15,21.5554
93.83916667,72.23,50.71,10.55333333,30.19,22.0368
93.99,72.19,50.48,11.15,30.22,21.9298
93.0125,72.11,51.88,11.14666667,30.2,21.181
92.035,72.03,53.29,11.14333333,30.18,20.5926
91.0575,71.95,54.69,11.14,30.16,17.7043
90.08,71.87,56.09,11.13666667,30.14,15.8323
89.1025,71.79,57.5,11.13333333,30.12,12.73
88.125,71.7,58.9,11.13,30.1,10.9114
87.1475,71.62,60.3,11.12666667,30.09,10.0021
86.17,71.54,61.71,11.12333333,30.07,9.1998
85.1925,71.46,63.11,11.12,30.05,10.2161
84.215,71.38,64.51,11.11666667,30.03,9.6277
83.2375,71.3,65.92,11.11333333,30.01,9.3068
82.26,71.22,67.32,11.11,29.99,9.0929
81.96,71.29,68.51,10.7575,30,9.0929
81.66,71.36,69.69,10.405,30.02,9.7882
81.36,71.42,70.88,10.0525,30.04,10.43
81.06,71.49,72.06,9.7,30.05,10.8579
80.76,71.56,73.25,9.3475,30.06,10.43
80.46,71.62,74.44,8.995,30.08,11.4463
80.16,71.69,75.62,8.6425,30.1,10.8579
79.86,71.76,76.81,8.29,30.11,11.1789
79.56,71.83,77.99,7.9375,30.12,10.8045
79.26,71.9,79.18,7.585,30.14,10.751
78.96,71.96,80.36,7.2325,30.16,10.537
78.66,72.03,81.55,6.88,30.17,10.3231
78.7,72.21,81.83,7.055,30.11,9.8952
78.74,72.39,82.11,7.23,30.05,9.9487
78.78,72.56,82.39,7.405,30,9.7882
78.82,72.74,82.67,7.58,29.94,9.1998
78.86,72.92,82.95,7.755,29.88,8.9324
78.9,73.1,83.24,7.93,29.82,8.9324
78.94,73.27,83.52,8.105,29.76,9.2533
78.98,73.45,83.8,8.28,29.7,8.7719
79.02,73.63,84.08,8.455,29.64,8.2371
79.06,73.8,84.36,8.63,29.59,8.2371
79.1,73.98,84.64,8.805,29.53,7.9696
79.14,74.16,84.92,8.98,29.47,8.0231
79.165,74.17,84.87,8.56,29.53,7.7557
79.19,74.18,84.82,8.14,29.6,8.1301
79.215,74.19,84.77,7.72,29.66,7.8626
79.24,74.21,84.72,7.3,29.72,7.8092
79.265,74.22,84.67,6.88,29.79,7.9161
79.29,74.23,84.62,6.46,29.85,7.9161
79.315,74.24,84.58,6.04,29.91,7.8626
79.34,74.25,84.53,5.62,29.98,7.6487
79.365,74.26,84.48,5.2,30.04,7.7022
79.39,74.28,84.43,4.78,30.1,7.7022
79.415,74.29,84.38,4.36,30.17,7.4347
79.44,74.3,84.33,3.94,30.23,7.5952
79.7125,74.21,83.27,4.353333333,30.14,7.1673
79.985,74.13,82.21,4.766666667,30.05,7.4882
80.2575,74.04,81.14,5.18,29.96,7.3278
80.53,73.95,80.08,5.593333333,29.88,7.3813
80.8025,73.87,79.02,6.006666667,29.79,7.1138
81.075,73.78,77.96,6.42,29.7,7.0603
81.3475,73.69,76.9,6.833333333,29.61,7.5952
81.62,73.61,75.84,7.246666667,29.52,7.6487
81.8925,73.52,74.78,7.66,29.44,6.9534
82.165,73.43,73.71,8.073333333,29.35,6.5789
82.4375,73.35,72.65,8.486666667,29.26,6.6859
82.71,73.26,71.59,8.9,29.17,6.7394
82.99333333,73.35,71.04,9.071666667,29.24,6.8464
83.27666667,73.44,70.49,9.243333333,29.32,7.9161
83.56,73.53,69.94,9.415,29.39,9.7882
83.84333333,73.62,69.39,9.586666667,29.46,10.8045
84.12666667,73.71,68.84,9.758333333,29.53,12.0881
84.41,73.8,68.3,9.93,29.6,13.3184
84.69333333,73.89,67.75,10.10166667,29.68,14.709
84.97666667,73.98,67.2,10.27333333,29.75,16.1532
85.26,74.07,66.65,10.445,29.82,16.0997
85.54333333,74.16,66.1,10.61666667,29.9,16.3671
85.82666667,74.25,65.55,10.78833333,29.97,16.795
86.11,74.34,65,10.96,30.04,17.9718
86.5775,74.25,64.28,10.37916667,30.04,19.7903
87.045,74.16,63.56,9.798333333,30.04,23.16
87.5125,74.06,62.85,9.2175,30.05,22.0903
87.98,73.97,62.13,8.636666667,30.05,21.5019
88.4475,73.88,61.41,8.055833333,30.05,20.9136
88.915,73.79,60.7,7.475,30.06,19.8973
89.3825,73.7,59.98,6.894166667,30.06,19.7903
89.85,73.61,59.26,6.313333333,30.06,19.7368
90.3175,73.52,58.54,5.7325,30.06,19.1485
90.785,73.42,57.82,5.151666667,30.06,19.7903
91.2525,73.33,57.11,4.570833333,30.07,20.1113
91.72,73.24,56.39,3.99,30.07,19.4159
91.59333333,73.14,56.52,4.57,30.06,19.8438
91.46666667,73.04,56.65,5.15,30.06,20.2182
91.34,72.94,56.78,5.73,30.05,19.8973
91.21333333,72.84,56.91,6.31,30.04,20.6996
91.08666667,72.74,57.04,6.89,30.04,20.6461
90.96,72.64,57.18,7.47,30.03,20.2182
90.83333333,72.55,57.31,8.05,30.02,20.8066
90.70666667,72.45,57.44,8.63,30.02,21.2345
90.58,72.35,57.57,9.21,30.01,19.8973
90.45333333,72.25,57.7,9.79,30,19.6834
90.32666667,72.15,57.83,10.37,30,19.6299
90.2,72.05,57.96,10.95,29.99,20.0043
89.48666667,72.12,59.16,10.3725,29.99,19.5764
88.77333333,72.19,60.37,9.795,29.99,20.0043
88.06,72.27,61.58,9.2175,29.98,17.009
87.34666667,72.34,62.78,8.64,29.98,15.2439
86.63333333,72.41,63.98,8.0625,29.98,12.3556
85.92,72.48,65.19,7.485,29.98,11.6068
85.20666667,72.56,66.4,6.9075,29.98,11.1254
84.49333333,72.63,67.6,6.33,29.98,10.1626
83.78,72.7,68.81,5.7525,29.98,10.0021
83.06666667,72.78,70.01,5.175,29.97,9.5742
82.35333333,72.85,71.22,4.5975,29.97,9.7882
81.64,72.92,72.42,4.02,29.97,11.0719
81.64166667,73.1,73.52,4.4325,29.9,11.9812
81.64333333,73.29,74.61,4.845,29.83,11.8207
81.645,73.47,75.7,5.2575,29.76,12.3556
81.64666667,73.66,76.8,5.67,29.69,12.3556
81.64833333,73.84,77.9,6.0825,29.62,12.2486
81.65,74.03,78.99,6.495,29.54,12.2486
81.65166667,74.22,80.09,6.9075,29.47,13.2649
81.65333333,74.4,81.18,7.32,29.4,13.3184
81.655,74.59,82.28,7.7325,29.33,12.3556
81.65666667,74.77,83.37,8.145,29.26,11.5533
81.65833333,74.96,84.46,8.5575,29.19,10.6975
81.66,75.14,85.56,8.97,29.12,11.1789
81.50583333,75.3,85.75,8.809166667,29.19,10.5905
81.35166667,75.46,85.94,8.648333333,29.26,10.2161
81.1975,75.61,86.13,8.4875,29.33,9.4138
81.04333333,75.77,86.32,8.326666667,29.39,9.0394
80.88916667,75.93,86.51,8.165833333,29.46,8.344
80.735,76.09,86.7,8.005,29.53,8.665
80.58083333,76.24,86.89,7.844166667,29.6,8.7184
80.42666667,76.4,87.08,7.683333333,29.67,8.5045
80.2725,76.56,87.27,7.5225,29.74,8.5045
80.11833333,76.72,87.46,7.361666667,29.8,8.5045
79.96416667,76.87,87.65,7.200833333,29.87,8.0231
79.81,77.03,87.84,7.04,29.94,7.9696
79.80833333,77.11,88.39,7.189166667,29.92,7.8092
79.80666667,77.18,88.95,7.338333333,29.9,7.7022
79.805,77.26,89.5,7.4875,29.89,7.9161
79.80333333,77.33,90.05,7.636666667,29.87,7.7557
79.80166667,77.41,90.61,7.785833333,29.85,7.8092
79.8,77.48,91.16,7.935,29.84,7.9161
79.79833333,77.56,91.71,8.084166667,29.82,7.5417
79.79666667,77.64,92.27,8.233333333,29.8,7.4882
79.795,77.71,92.82,8.3825,29.78,7.5952
79.79333333,77.79,93.37,8.531666667,29.76,7.3813
79.79166667,77.86,93.93,8.680833333,29.75,7.4347
79.79,77.94,94.48,8.83,29.73,7.3813
79.8575,77.79,94.29,9.171666667,29.74,7.1673
79.925,77.64,94.1,9.513333333,29.75,6.9534
79.9925,77.5,93.9,9.855,29.76,7.1138
80.06,77.35,93.71,10.19666667,29.77,6.7929
80.1275,77.2,93.52,10.53833333,29.78,6.8464
80.195,77.05,93.33,10.88,29.78,6.7394
80.2625,76.9,93.14,11.22166667,29.79,6.4185
80.33,76.75,92.95,11.56333333,29.8,5.9371
80.3975,76.6,92.76,11.905,29.81,7.3813
80.465,76.46,92.56,12.24666667,29.82,8.344
80.5325,76.31,92.37,12.58833333,29.83,7.1138
80.6,76.16,92.18,12.93,29.84,7.2208
81.18416667,76.17,90,12.77083333,29.86,9.8417
81.76833333,76.18,87.82,12.61166667,29.89,14.3346
82.3525,76.19,85.65,12.4525,29.92,19.0415
82.93666667,76.2,83.47,12.29333333,29.94,21.5019
83.52083333,76.21,81.29,12.13416667,29.96,23.481
84.105,76.22,79.12,11.975,29.99,25.6205
84.68916667,76.24,76.94,11.81583333,30.02,27.8134
85.27333333,76.25,74.76,11.65666667,30.04,28.7762
85.8575,76.26,72.58,11.4975,30.06,31.0227
86.44166667,76.27,70.4,11.33833333,30.09,31.6645
87.02583333,76.28,68.23,11.17916667,30.12,31.8785
87.61,76.29,66.05,11.02,30.14,32.6273
87.55583333,76.19,66.14,11.43,30.06,32.2529
87.50166667,76.1,66.22,11.84,29.98,32.4401
87.4475,76,66.31,12.25,29.9,32.3465
87.39333333,75.9,66.4,12.66,29.83,32.3933
87.33916667,75.8,66.48,13.07,29.75,32.3699
87.285,75.71,66.57,13.48,29.67,32.3816
87.23083333,75.61,66.66,13.89,29.59,32.6808
87.17666667,75.51,66.74,14.3,29.51,33.0552
87.1225,75.41,66.83,14.71,29.44,32.4134
87.06833333,75.32,66.92,15.12,29.36,15.38735937
87.01416667,75.22,67,15.53,29.28,32.89475
86.96,75.12,67.09,15.94,29.2,32.1994
86.78666667,75.13,67.33,16.1,29.21,30.6483
86.61333333,75.14,67.57,16.26,29.22,30.8622
86.44,75.15,67.82,16.42,29.23,30.2204
86.26666667,75.16,68.06,16.58,29.24,29.3111
86.09333333,75.17,68.3,16.74,29.25,28.4018
85.92,75.18,68.54,16.9,29.26,27.546
85.74666667,75.2,68.78,17.06,29.28,26.6367
85.57333333,75.21,69.02,17.22,29.29,27.2786
85.4,75.22,69.26,17.38,29.3,26.9576
85.22666667,75.23,69.51,17.54,29.31,26.8507
85.05333333,75.24,69.75,17.7,29.32,27.3321
84.88,75.25,69.99,17.86,29.33,26.7972
84.35083333,75.5,71.55,17.125,29.36,24.9251
83.82166667,75.75,73.11,16.39,29.39,26.2088
83.2925,76,74.67,15.655,29.42,22.5182
82.76333333,76.26,76.23,14.92,29.45,19.8438
82.23416667,76.51,77.79,14.185,29.48,15.8323
81.705,76.76,79.35,13.45,29.5,14.4951
81.17583333,77.01,80.92,12.715,29.53,12.0347
80.64666667,77.26,82.48,11.98,29.56,12.4091
80.1175,77.52,84.04,11.245,29.59,12.4091
79.58833333,77.77,85.6,10.51,29.62,11.9812
79.05916667,78.02,87.16,9.775,29.65,11.8742
78.53,78.27,88.72,9.04,29.68,11.5533
78.50833333,77.97,88.67,8.865833333,29.63,11.1254
78.48666667,77.67,88.62,8.691666667,29.58,12.0881
78.465,77.36,88.57,8.5175,29.53,11.3393
78.44333333,77.06,88.52,8.343333333,29.48,11.3928
78.42166667,76.76,88.47,8.169166667,29.43,10.8045
78.4,76.46,88.42,7.995,29.38,10.4835
78.37833333,76.16,88.37,7.820833333,29.33,10.644
78.35666667,75.86,88.32,7.646666667,29.28,11.5533
78.335,75.56,88.27,7.4725,29.23,11.4998
78.31333333,75.25,88.22,7.298333333,29.18,10.537
78.29166667,74.95,88.17,7.124166667,29.13,10.3766
78.27,74.65,88.12,6.95,29.08,10.1091
78.2575,74.93,89.04,7.130833333,29.12,10.1091
78.245,75.22,89.97,7.311666667,29.16,10.43
78.2325,75.5,90.9,7.4925,29.21,10.0556
78.22,75.78,91.82,7.673333333,29.25,9.8417
78.2075,76.07,92.74,7.854166667,29.29,10.3231
78.195,76.35,93.67,8.035,29.34,9.8952
78.1825,76.63,94.6,8.215833333,29.38,9.5208
78.17,76.92,95.52,8.396666667,29.42,9.6277
78.1575,77.2,96.44,8.5775,29.46,9.4138
78.145,77.48,97.37,8.758333333,29.5,9.2533
78.1325,77.77,98.3,8.939166667,29.55,9.2533
78.12,78.05,99.22,9.12,29.59,8.9859
78.1825,78.03,99.06,8.689166667,29.64,8.8789
78.245,78.01,98.9,8.258333333,29.69,8.2371
78.3075,77.99,98.74,7.8275,29.74,7.8626
78.37,77.97,98.58,7.396666667,29.78,7.9161
78.4325,77.95,98.42,6.965833333,29.83,8.0231
78.495,77.94,98.26,6.535,29.88,7.9161
78.5575,77.92,98.1,6.104166667,29.93,8.0231
78.62,77.9,97.94,5.673333333,29.98,7.5952
78.6825,77.88,97.78,5.2425,30.02,7.7022
78.745,77.86,97.62,4.811666667,30.07,7.4347
78.8075,77.84,97.46,4.380833333,30.12,7.3278
78.87,77.82,97.3,3.95,30.17,6.9534
78.81333333,77.79,97.28,4.383333333,30.1,6.8999
78.75666667,77.76,97.26,4.816666667,30.03,6.9534
78.7,77.74,97.24,5.25,29.97,6.7929
78.64333333,77.71,97.22,5.683333333,29.9,6.5789
78.58666667,77.68,97.2,6.116666667,29.83,6.6859
78.53,77.66,97.18,6.55,29.76,6.5789
78.47333333,77.63,97.16,6.983333333,29.69,6.2045
78.41666667,77.6,97.14,7.416666667,29.62,5.6697
78.36,77.57,97.12,7.85,29.56,5.5627
78.30333333,77.54,97.1,8.283333333,29.49,6.5789
78.24666667,77.52,97.08,8.716666667,29.42,6.9534
78.19,77.49,97.06,9.15,29.35,6.9534
78.88833333,77.69,95.27,8.963333333,29.4,8.8254
79.58666667,77.9,93.47,8.776666667,29.45,12.3556
80.285,78.1,91.68,8.59,29.5,16.4741
80.98333333,78.31,89.88,8.403333333,29.55,17.9183
81.68166667,78.52,88.09,8.216666667,29.6,18.9345
82.38,78.72,86.3,8.03,29.66,21.0205
83.07833333,78.92,84.5,7.843333333,29.71,21.8229
83.77666667,79.13,82.71,7.656666667,29.76,23.6949
84.475,79.34,80.91,7.47,29.81,25.0321
85.17333333,79.54,79.12,7.283333333,29.86,26.6902
85.87166667,79.74,77.32,7.096666667,29.91,27.3321
86.57,79.95,75.53,6.91,29.96,28.5623
85.7275,79.76,77.15,7.436666667,29.97,31.3971
84.885,79.58,78.78,7.963333333,29.98,32.1994
84.0425,79.39,80.4,8.49,29.99,32.2529
83.2,79.2,82.02,9.016666667,30,32.3599
82.3575,79.02,83.65,9.543333333,30.01,27.9739
81.515,78.83,85.27,10.07,30.02,26.3693
80.6725,78.64,86.89,10.59666667,30.02,25.0321
79.83,78.46,88.52,11.12333333,30.03,24.8716
78.9875,78.27,90.14,11.65,30.04,24.2833
78.145,78.08,91.76,12.17666667,30.05,24.4437
77.3025,77.9,93.39,12.70333333,30.06,24.7112
76.46,77.71,95.01,13.23,30.07,24.9786
76.60083333,77.69,95.3,12.86583333,30.05,24.8181
76.74166667,77.66,95.59,12.50166667,30.03,24.7112
76.8825,77.64,95.88,12.1375,30,23.6414
77.02333333,77.61,96.17,11.77333333,29.98,23.8019
77.16416667,77.59,96.46,11.40916667,29.96,22.3042
77.305,77.56,96.76,11.045,29.94,22.7321
77.44583333,77.54,97.05,10.68083333,29.92,22.8926
77.58666667,77.52,97.34,10.31666667,29.9,22.9996
77.7275,77.49,97.63,9.9525,29.88,22.8926
77.86833333,77.47,97.92,9.588333333,29.85,23.374
78.00916667,77.44,98.21,9.224166667,29.83,23.6949
78.15,77.42,98.5,8.86,29.81,24.0693
78.19333333,77.41,98.6,8.8725,29.8,23.8554
78.23666667,77.41,98.7,8.885,29.79,23.16
78.28,77.4,98.81,8.8975,29.78,21.074
78.32333333,77.4,98.91,8.91,29.77,18.1857
78.36666667,77.39,99.01,8.9225,29.76,15.7253
78.41,77.38,99.12,8.935,29.75,12.623
78.45333333,77.38,99.22,8.9475,29.74,10.8579
78.49666667,77.37,99.32,8.96,29.73,9.8417
78.54,77.37,99.42,8.9725,29.72,9.7347
78.58333333,77.36,99.52,8.985,29.71,9.7347
78.62666667,77.36,99.63,8.9975,29.7,9.7882
78.67,77.35,99.73,9.01,29.69,9.6812
78.55,77.28,99.46,9.006666667,29.73,9.7882
78.43,77.21,99.18,9.003333333,29.76,10.0556
78.31,77.13,98.91,9,29.8,10.3766
78.19,77.06,98.64,8.996666667,29.84,11.2324
78.07,76.99,98.37,8.993333333,29.88,10.6975
77.95,76.92,98.1,8.99,29.92,10.1626
77.83,76.85,97.82,8.986666667,29.95,10.1626
77.71,76.78,97.55,8.983333333,29.99,10.9649
77.59,76.7,97.28,8.98,30.03,10.5905
77.47,76.63,97,8.976666667,30.06,9.8952
77.35,76.56,96.73,8.973333333,30.1,9.1998
77.23,76.49,96.46,8.97,30.14,8.5045
77.2025,76.54,96.74,9.1475,30.04,8.2905
77.175,76.58,97.01,9.325,29.95,8.665
77.1475,76.63,97.28,9.5025,29.85,8.451
77.12,76.68,97.56,9.68,29.76,7.8092
77.0925,76.73,97.84,9.8575,29.66,8.0766
77.065,76.78,98.11,10.035,29.56,7.9696
77.0375,76.82,98.38,10.2125,29.47,7.9161
77.01,76.87,98.66,10.39,29.37,7.9161
76.9825,76.92,98.94,10.5675,29.28,7.7022
76.955,76.96,99.21,10.745,29.18,7.4882
76.9275,77.01,99.48,10.9225,29.09,7.6487
76.9,77.06,99.76,11.1,28.99,7.4882
77.08916667,77.06,99.73,10.76916667,29.04,7.7022
77.27833333,77.06,99.7,10.43833333,29.08,7.7022
77.4675,77.06,99.67,10.1075,29.13,7.3813
77.65666667,77.06,99.64,9.776666667,29.18,7.4882
77.84583333,77.06,99.61,9.445833333,29.22,7.2208
78.035,77.06,99.58,9.115,29.27,7.2743
78.22416667,77.07,99.55,8.784166667,29.32,7.0603
78.41333333,77.07,99.52,8.453333333,29.36,7.1673
78.6025,77.07,99.49,8.1225,29.41,7.0068
78.79166667,77.07,99.46,7.791666667,29.46,7.1138
78.98083333,77.07,99.43,7.460833333,29.5,7.0068
79.17,77.07,99.4,7.13,29.55,6.7929
79.015,77.07,99.3,7.1225,29.53,7.1138
78.86,77.07,99.2,7.115,29.52,6.3115
78.705,77.08,99.1,7.1075,29.5,6.5789
78.55,77.08,99,7.1,29.48,6.3115
78.395,77.08,98.9,7.0925,29.47,5.8301
78.24,77.08,98.8,7.085,29.45,6.0976
78.085,77.09,98.7,7.0775,29.43,6.0441
77.93,77.09,98.6,7.07,29.42,5.9371
77.775,77.09,98.5,7.0625,29.4,5.5627
77.62,77.1,98.4,7.055,29.38,5.4557
77.465,77.1,98.3,7.0475,29.37,5.9906
77.31,77.1,98.2,7.04,29.35,6.365
77.37666667,77.13,98.44,6.785,29.33,7.4347
77.44333333,77.16,98.67,6.53,29.31,9.1998
77.51,77.19,98.9,6.275,29.29,11.8207
77.57666667,77.23,99.14,6.02,29.27,13.7997
77.64333333,77.26,99.38,5.765,29.25,13.5323
77.71,77.29,99.61,5.51,29.22,14.0672
77.77666667,77.32,99.84,5.255,29.2,14.9765
77.84333333,77.35,100.08,5,29.18,16.2067
77.91,77.39,100.32,4.745,29.16,16.902
77.97666667,77.42,100.55,4.49,29.14,16.902
78.04333333,77.45,100.78,4.235,29.12,17.5974
78.11,77.48,101.02,3.98,29.1,19.4159
78.145,77.49,100.96,4.574166667,29.13,19.7903
78.18,77.5,100.89,5.168333333,29.15,22.3577
78.215,77.5,100.82,5.7625,29.18,22.8391
78.25,77.51,100.76,6.356666667,29.21,22.1973
78.285,77.52,100.7,6.950833333,29.23,19.202
78.32,77.53,100.63,7.545,29.26,18.8276
78.355,77.53,100.56,8.139166667,29.29,18.9345
78.39,77.54,100.5,8.733333333,29.31,17.8113
78.425,77.55,100.44,9.3275,29.34,17.1695
78.46,77.55,100.37,9.921666667,29.37,16.5811
78.495,77.56,100.3,10.51583333,29.39,17.0625
78.53,77.57,100.24,11.11,29.42,15.9927
78.585,77.63,100.21,11.09083333,29.42,17.009
78.64,77.7,100.17,11.07166667,29.42,16.902
78.695,77.76,100.14,11.0525,29.42,16.2602
78.75,77.83,100.1,11.03333333,29.41,16.4206
78.805,77.9,100.07,11.01416667,29.41,16.8485
78.86,77.96,100.04,10.995,29.41,17.2764
78.915,78.02,100,10.97583333,29.41,16.9555
78.97,78.09,99.97,10.95666667,29.41,17.009
79.025,78.16,99.93,10.9375,29.4,16.6346
79.08,78.22,99.9,10.91833333,29.4,17.116
79.135,78.28,99.86,10.89916667,29.4,18.1322
79.19,78.35,99.83,10.88,29.4,17.2229
79.0675,78.22,99.91,10.71166667,29.38,17.009
78.945,78.09,99.98,10.54333333,29.35,15.9927
78.8225,77.96,100.06,10.375,29.32,14.8695
78.7,77.83,100.13,10.20666667,29.3,13.0509
78.5775,77.7,100.21,10.03833333,29.28,11.0719
78.455,77.57,100.28,9.87,29.25,9.5742
78.3325,77.44,100.36,9.701666667,29.22,9.4673
78.21,77.31,100.44,9.533333333,29.2,9.1463
78.0875,77.18,100.51,9.365,29.18,9.0394
77.965,77.05,100.59,9.196666667,29.15,8.8254
77.8425,76.92,100.66,9.028333333,29.12,8.9324
77.72,76.79,100.74,8.86,29.1,9.5742
77.68916667,76.81,100.75,8.874166667,29.18,8.8254
77.65833333,76.82,100.76,8.888333333,29.27,8.451
77.6275,76.84,100.77,8.9025,29.35,8.1301
77.59666667,76.86,100.78,8.916666667,29.44,8.6115
77.56583333,76.88,100.79,8.930833333,29.52,8.7184
77.535,76.9,100.79,8.945,29.6,7.8626
77.50416667,76.91,100.8,8.959166667,29.69,7.9161
77.47333333,76.93,100.81,8.973333333,29.77,8.2905
77.4425,76.95,100.82,8.9875,29.86,7.8626
77.41166667,76.96,100.83,9.001666667,29.94,7.6487
77.38083333,76.98,100.84,9.015833333,30.03,7.5417
77.35,77,100.85,9.03,30.11,7.7557
77.32916667,77.1,100.75,8.864166667,30.1,7.2208
77.30833333,77.2,100.64,8.698333333,30.09,7.1138
77.2875,77.3,100.54,8.5325,30.08,6.6324
77.26666667,77.4,100.43,8.366666667,30.06,6.151
77.24583333,77.5,100.33,8.200833333,30.05,5.9371
77.225,77.6,100.22,8.035,30.04,5.9906
77.20416667,77.71,100.12,7.869166667,30.03,6.0441
77.18333333,77.81,100.02,7.703333333,30.02,5.7232
77.1625,77.91,99.91,7.5375,30,5.5627
77.14166667,78.01,99.81,7.371666667,29.99,5.3487
77.12083333,78.11,99.7,7.205833333,29.98,5.5627
77.1,78.21,99.6,7.04,29.97,5.7232
77.125,78.14,99.66,8.145,29.9,5.5627
77.15,78.08,99.73,9.25,29.83,5.4557
77.175,78.01,99.79,10.355,29.76,5.0278
77.2,77.95,99.86,11.46,29.69,5.1883
77.225,77.88,99.92,12.565,29.62,5.0278
77.25,77.82,99.99,13.67,29.54,5.1348
